,id,d,p,t
60,pop100_el10_mut10_ep1000,74.96544117647059,71.26323529411764,255.4182460308075
61,pop100_el10_mut10_ep5000,35.73924050632911,65.20253164556962,1093.1959028244019
62,pop100_el10_mut10_ep10000,71.29166666666667,67.63636363636364,2507.0538852214813
63,pop100_el20_mut1_ep1000,74.34,64.2988888888889,166.0592770576477
64,pop100_el20_mut1_ep5000,23.155500000000004,62.26,662.3303961753845
65,pop100_el20_mut1_ep10000,44.96313131313131,62.65252525252526,1220.9161217212677
66,pop100_el20_mut5_ep1000,53.64397590361447,65.32168674698795,242.9751579761505
67,pop100_el20_mut5_ep5000,65.07499999999999,66.50975609756098,961.9264817237854
68,pop100_el20_mut5_ep10000,30.746067415730337,64.18539325842697,1871.2830924987793
69,pop100_el20_mut10_ep1000,55.624375,65.57374999999999,225.9767303466797
70,pop100_el20_mut10_ep5000,54.71420454545455,67.12727272727274,1162.7690591812134
71,pop100_el20_mut10_ep10000,78.060625,67.2625,2037.8630397319794
72,pop100_el50_mut1_ep1000,35.54684210526315,62.73578947368421,183.71745800971985
73,pop100_el50_mut1_ep5000,26.213020833333335,63.11666666666667,676.0029726028442
74,pop100_el50_mut1_ep10000,24.722395833333334,63.46770833333333,1244.0028538703918
75,pop100_el50_mut5_ep1000,51.39,64.45222222222222,226.07901000976562
76,pop100_el50_mut5_ep5000,37.63645833333333,64.66458333333334,889.5252749919891
77,pop100_el50_mut5_ep10000,51.44470588235294,65.58823529411765,1724.4571688175201
78,pop100_el50_mut10_ep1000,53.18541666666667,65.44999999999999,222.32095885276794
79,pop100_el50_mut10_ep5000,59.57289156626507,66.42771084337349,1046.2119784355164
80,pop100_el50_mut10_ep10000,35.459999999999994,64.32555555555555,2070.663589954376
